1.000000000000000000e+02,3.332999999999999829e+01,2.142999999999999972e+01,4.000000000000000000e+01,2.105000000000000071e+01,3.332999999999999829e+01,3.332999999999999829e+01,3.589999999999999858e+01,6.521999999999999886e+01,3.076999999999999957e+01
3.332999999999999829e+01,1.000000000000000000e+02,5.454999999999999716e+01,8.420999999999999375e+01,9.519999999999999574e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.044999999999999929e+01,3.571000000000000085e+01,3.421000000000000085e+01
2.142999999999999972e+01,5.454999999999999716e+01,1.000000000000000000e+02,5.714000000000000057e+01,6.349999999999999645e+00,5.454999999999999716e+01,5.454999999999999716e+01,2.142999999999999972e+01,2.414000000000000057e+01,2.894999999999999929e+01
4.000000000000000000e+01,8.420999999999999375e+01,5.714000000000000057e+01,1.000000000000000000e+02,1.148000000000000043e+01,8.420999999999999375e+01,8.420999999999999375e+01,2.092999999999999972e+01,3.214000000000000057e+01,3.514000000000000057e+01
2.105000000000000071e+01,9.519999999999999574e+00,6.349999999999999645e+00,1.148000000000000043e+01,1.000000000000000000e+02,9.519999999999999574e+00,9.519999999999999574e+00,1.316000000000000014e+01,1.832999999999999829e+01,1.667000000000000171e+01
3.332999999999999829e+01,0.000000000000000000e+00,5.454999999999999716e+01,8.420999999999999375e+01,9.519999999999999574e+00,1.000000000000000000e+02,0.000000000000000000e+00,2.044999999999999929e+01,3.571000000000000085e+01,3.421000000000000085e+01
3.332999999999999829e+01,0.000000000000000000e+00,5.454999999999999716e+01,8.420999999999999375e+01,9.519999999999999574e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.044999999999999929e+01,3.571000000000000085e+01,3.421000000000000085e+01
3.589999999999999858e+01,2.044999999999999929e+01,2.142999999999999972e+01,2.092999999999999972e+01,1.316000000000000014e+01,2.044999999999999929e+01,2.044999999999999929e+01,1.000000000000000000e+02,3.414999999999999858e+01,1.723999999999999844e+01
6.521999999999999886e+01,3.571000000000000085e+01,2.414000000000000057e+01,3.214000000000000057e+01,1.832999999999999829e+01,3.571000000000000085e+01,3.571000000000000085e+01,3.414999999999999858e+01,1.000000000000000000e+02,2.619000000000000128e+01
3.076999999999999957e+01,3.421000000000000085e+01,2.894999999999999929e+01,3.514000000000000057e+01,1.667000000000000171e+01,3.421000000000000085e+01,3.421000000000000085e+01,1.723999999999999844e+01,2.619000000000000128e+01,1.000000000000000000e+02
