1.000000000000000000e+02,4.181818181818182012e+01,4.414414414414414978e+01,4.601769911504425181e+01,8.149038461538461320e+01,4.181818181818182012e+01,4.181818181818182012e+01,6.149068322981365498e+01,8.470588235294117396e+01,5.389610389610389518e+01
4.181818181818182012e+01,1.000000000000000000e+02,5.315315315315315559e+01,6.460176991150441950e+01,7.067307692307691980e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.285714285714286120e+01,4.363636363636364024e+01,4.740259740259740084e+01
4.414414414414414978e+01,5.315315315315315559e+01,1.000000000000000000e+02,6.637168141592920279e+01,7.043269230769230660e+01,5.315315315315315559e+01,5.315315315315315559e+01,4.099378881987577472e+01,4.594594594594594383e+01,4.675324675324675638e+01
4.601769911504425181e+01,6.460176991150441950e+01,6.637168141592920279e+01,1.000000000000000000e+02,7.019230769230769340e+01,6.460176991150441950e+01,6.460176991150441950e+01,4.472049689440993347e+01,4.690265486725662925e+01,5.519480519480519831e+01
8.149038461538461320e+01,7.067307692307691980e+01,7.043269230769230660e+01,7.019230769230769340e+01,1.000000000000000000e+02,7.067307692307691980e+01,7.067307692307691980e+01,5.769230769230768630e+01,7.980769230769230660e+01,6.129807692307691980e+01
4.181818181818182012e+01,1.000000000000000000e+02,5.315315315315315559e+01,6.460176991150441950e+01,7.067307692307691980e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.285714285714286120e+01,4.363636363636364024e+01,4.740259740259740084e+01
4.181818181818182012e+01,1.000000000000000000e+02,5.315315315315315559e+01,6.460176991150441950e+01,7.067307692307691980e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.285714285714286120e+01,4.363636363636364024e+01,4.740259740259740084e+01
6.149068322981365498e+01,4.285714285714286120e+01,4.099378881987577472e+01,4.472049689440993347e+01,5.769230769230768630e+01,4.285714285714286120e+01,4.285714285714286120e+01,1.000000000000000000e+02,5.590062111801241684e+01,4.534161490683229800e+01
8.470588235294117396e+01,4.363636363636364024e+01,4.594594594594594383e+01,4.690265486725662925e+01,7.980769230769230660e+01,4.363636363636364024e+01,4.363636363636364024e+01,5.590062111801241684e+01,1.000000000000000000e+02,4.805194805194805951e+01
5.389610389610389518e+01,4.740259740259740084e+01,4.675324675324675638e+01,5.519480519480519831e+01,6.129807692307691980e+01,4.740259740259740084e+01,4.740259740259740084e+01,4.534161490683229800e+01,4.805194805194805951e+01,1.000000000000000000e+02
